id,path,album_id,title,artist,artist_sort,artist_credit,album,albumartist,albumartist_sort,albumartist_credit,genre,style,discogs_albumid,discogs_artistid,discogs_labelid,lyricist,composer,composer_sort,work,mb_workid,work_disambig,arranger,grouping,year,month,day,track,tracktotal,disc,disctotal,lyrics,comments,bpm,comp,mb_trackid,mb_albumid,mb_artistid,mb_albumartistid,mb_releasetrackid,trackdisambig,albumtype,label,acoustid_fingerprint,acoustid_id,mb_releasegroupid,asin,isrc,catalognum,script,language,country,albumstatus,media,albumdisambig,releasegroupdisambig,disctitle,encoder,rg_track_gain,rg_track_peak,rg_album_gain,rg_album_peak,r128_track_gain,r128_album_gain,original_year,original_month,original_day,initial_key,length,bitrate,format,samplerate,bitdepth,channels,mtime,added,last_update
1754,/srv/music/musicLibrary/__/00.flac,129,,,,,,,,,,,0,0,0,,,,,,,,,0,0,0,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,266.553469387755,1042383,FLAC,44100,16,2,1632343394.0,1632343300.80245,2022-09-03 19:30:00
1755,/srv/music/musicLibrary/Rage_Against_the_Machine/Rage_Against_the_Machine/01_Bombtrack.mp3,130,Bombtrack,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Metal,,0,0,0,Zack de la Rocha,"Tim Commerford, Tom Morello, Zack de la Rocha, Brad Wilk","Commerford, Tim, Morello, Tom, Rocha, Zack de la, Wilk, Brad",Bombtrack,ad766dd3-58b5-39a0-9020-8be72ec1a59f,,Rage Against the Machine,,1993,5,21,1,10,1,1,,,0,0,5bcd09ac-8a2e-4a12-a3cc-18341b7759c6,b39839f9-9188-3447-88d4-778d031f68ef,3798b104-01cb-484c-a3b0-56adc6399b80,3798b104-01cb-484c-a3b0-56adc6399b80,9836cf66-2da3-3718-af27-71cf209976fc,,album,Epic Associated,,,1305859b-8937-397f-9c33-39f62eb672fb,B00006O9TY,USSM11205432;USSM19200660,472224 2,Latn,eng,AU,Official,CD,,,,,,,,,,,1992,6,11,,244.2731,320000,MP3,44100,0,2,1632343687.0,1632343545.72896,2022-09-03 19:30:00
1756,/srv/music/musicLibrary/Rage_Against_the_Machine/Rage_Against_the_Machine/02_Killing_in_the_Name.mp3,130,Killing in the Name,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Metal,,0,0,0,Zack de la Rocha,"Tim Commerford, Tom Morello, Zack de la Rocha, Brad Wilk","Commerford, Tim, Morello, Tom, Rocha, Zack de la, Wilk, Brad",Killing in the Name,32ca89bc-03d4-3b68-b172-511401d1a433,,Rage Against the Machine,,1993,5,21,2,10,1,1,,,0,0,5f64bf87-a18e-4ac0-8a49-dc1d500a8ba5,b39839f9-9188-3447-88d4-778d031f68ef,3798b104-01cb-484c-a3b0-56adc6399b80,3798b104-01cb-484c-a3b0-56adc6399b80,866ef0f1-26e1-3741-9dac-4cbab02a920e,,album,Epic Associated,,,1305859b-8937-397f-9c33-39f62eb672fb,B00006O9TY,USSM11205433;USSM19200317;USSM19200613,472224 2,Latn,eng,AU,Official,CD,,,,,,,,,,,1992,6,11,,313.9079,320000,MP3,44100,0,2,1632343687.0,1632343545.73348,2022-09-03 19:30:00
1757,/srv/music/musicLibrary/Rage_Against_the_Machine/Rage_Against_the_Machine/03_Take_the_Power_Back.mp3,130,Take the Power Back,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Metal,,0,0,0,Zack de la Rocha,"Tim Commerford, Tom Morello, Zack de la Rocha, Brad Wilk","Commerford, Tim, Morello, Tom, Rocha, Zack de la, Wilk, Brad",Take the Power Back,7c509911-ed50-3b04-9f6a-630603132c8f,,Rage Against the Machine,,1993,5,21,3,10,1,1,,,0,0,6a6599d1-4859-40ea-9b1c-003002e7c77e,b39839f9-9188-3447-88d4-778d031f68ef,3798b104-01cb-484c-a3b0-56adc6399b80,3798b104-01cb-484c-a3b0-56adc6399b80,f8525644-7d2e-30ef-b87c-a9ccb0f97848,,album,Epic Associated,,,1305859b-8937-397f-9c33-39f62eb672fb,B00006O9TY,USSM11205434;USSM19200661,472224 2,Latn,eng,AU,Official,CD,,,,,,,,,,,1992,6,11,,336.8237,320000,MP3,44100,0,2,1632343687.0,1632343545.73739,2022-09-03 19:30:00
1758,/srv/music/musicLibrary/Rage_Against_the_Machine/Rage_Against_the_Machine/04_Settle_for_Nothing.mp3,130,Settle for Nothing,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Metal,,0,0,0,Zack de la Rocha,"Tim Commerford, Tom Morello, Zack de la Rocha, Brad Wilk","Commerford, Tim, Morello, Tom, Rocha, Zack de la, Wilk, Brad",Settle for Nothing,6d881baf-95d7-39a2-a3b6-9a34ba5bde06,,Rage Against the Machine,,1993,5,21,4,10,1,1,,,0,0,6565fadc-a76a-4891-9a3b-ee84e67cba05,b39839f9-9188-3447-88d4-778d031f68ef,3798b104-01cb-484c-a3b0-56adc6399b80,3798b104-01cb-484c-a3b0-56adc6399b80,a223dc7a-172e-3ca1-87f2-23e1bd9372cb,,album,Epic Associated,,,1305859b-8937-397f-9c33-39f62eb672fb,B00006O9TY,USSM11205435;USSM19200662,472224 2,Latn,eng,AU,Official,CD,,,,,,,,,,,1992,6,11,,288.2516,320000,MP3,44100,0,2,1632343687.0,1632343545.7417,2022-09-03 19:30:00
1759,/srv/music/musicLibrary/Rage_Against_the_Machine/Rage_Against_the_Machine/05_Bullet_in_the_Head.mp3,130,Bullet in the Head,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Metal,,0,0,0,Zack de la Rocha,"Tim Commerford, Tom Morello, Zack de la Rocha, Brad Wilk","Commerford, Tim, Morello, Tom, Rocha, Zack de la, Wilk, Brad",Bullet in the Head,8fbd384d-273b-3e97-8792-769ac327d1fe,,Rage Against the Machine,,1993,5,21,5,10,1,1,,,0,0,7ab3b7d4-5a33-4478-aaa0-50cb6bdfc652,b39839f9-9188-3447-88d4-778d031f68ef,3798b104-01cb-484c-a3b0-56adc6399b80,3798b104-01cb-484c-a3b0-56adc6399b80,6af89105-a66c-3111-bc1b-9a8193577148,,album,Epic Associated,,,1305859b-8937-397f-9c33-39f62eb672fb,B00006O9TY,USSM11205436;USSM19200663,472224 2,Latn,eng,AU,Official,CD,,,,,,,,,,,1992,6,11,,309.3926,320000,MP3,44100,0,2,1632343687.0,1632343545.74561,2022-09-03 19:30:00
1760,/srv/music/musicLibrary/Rage_Against_the_Machine/Rage_Against_the_Machine/06_Know_Your_Enemy.mp3,130,Know Your Enemy,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Metal,,0,0,0,Zack de la Rocha,"Tim Commerford, Tom Morello, Zack de la Rocha, Brad Wilk","Commerford, Tim, Morello, Tom, Rocha, Zack de la, Wilk, Brad",Know Your Enemy,b3e5952c-81e3-3a64-b465-37f8fb1d711a,,Rage Against the Machine,,1993,5,21,6,10,1,1,,,0,0,3a554077-e310-4dda-9a13-0a5eab49ab3e,b39839f9-9188-3447-88d4-778d031f68ef,3798b104-01cb-484c-a3b0-56adc6399b80,3798b104-01cb-484c-a3b0-56adc6399b80,62c2195b-cb5e-32e2-bb53-86910b764cb4,,album,Epic Associated,,,1305859b-8937-397f-9c33-39f62eb672fb,B00006O9TY,USSM11205437;USSM19200664,472224 2,Latn,eng,AU,Official,CD,,,,,,,,,,,1992,6,11,,295.2986,320000,MP3,44100,0,2,1632343689.0,1632343545.74941,2022-09-03 19:30:00
1761,/srv/music/musicLibrary/Rage_Against_the_Machine/Rage_Against_the_Machine/07_Wake_Up.mp3,130,Wake Up,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Metal,,0,0,0,Zack de la Rocha,"Tim Commerford, Tom Morello, Zack de la Rocha, Brad Wilk","Commerford, Tim, Morello, Tom, Rocha, Zack de la, Wilk, Brad",Wake Up,fdd71455-4142-378d-9cfe-304512c30c8b,,Rage Against the Machine,,1993,5,21,7,10,1,1,,,0,0,b16b3a84-c890-4d3a-aee8-2020c525b244,b39839f9-9188-3447-88d4-778d031f68ef,3798b104-01cb-484c-a3b0-56adc6399b80,3798b104-01cb-484c-a3b0-56adc6399b80,153d1512-d36d-394c-ab00-01b9335a3849,,album,Epic Associated,,,1305859b-8937-397f-9c33-39f62eb672fb,B00006O9TY,USSM11205438;USSM19200665,472224 2,Latn,eng,AU,Official,CD,,,,,,,,,,,1992,6,11,,364.0199,320000,MP3,44100,0,2,1632343692.0,1632343545.75324,2022-09-03 19:30:00
1762,/srv/music/musicLibrary/Rage_Against_the_Machine/Rage_Against_the_Machine/08_Fistful_of_Steel.mp3,130,Fistful of Steel,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Metal,,0,0,0,Zack de la Rocha,"Tim Commerford, Tom Morello, Zack de la Rocha, Brad Wilk","Commerford, Tim, Morello, Tom, Rocha, Zack de la, Wilk, Brad",Fistful of Steel,5215f194-ffdf-3d06-81e4-2437ce42f646,,Rage Against the Machine,,1993,5,21,8,10,1,1,,,0,0,cd2711d6-2687-44b3-9a0a-3b72a5932a38,b39839f9-9188-3447-88d4-778d031f68ef,3798b104-01cb-484c-a3b0-56adc6399b80,3798b104-01cb-484c-a3b0-56adc6399b80,14371139-b5c4-388b-86b0-a8a7f51a8578,,album,Epic Associated,,,1305859b-8937-397f-9c33-39f62eb672fb,B00006O9TY,USSM11205439;USSM19200666,472224 2,Latn,eng,AU,Official,CD,,,,,,,,,,,1992,6,11,,330.8207,320000,MP3,44100,0,2,1632343692.0,1632343545.75713,2022-09-03 19:30:00
1763,/srv/music/musicLibrary/Rage_Against_the_Machine/Rage_Against_the_Machine/09_Township_Rebellion.mp3,130,Township Rebellion,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Rage Against the Machine,Metal,,0,0,0,Zack de la Rocha,"Tim Commerford, Tom Morello, Zack de la Rocha, Brad Wilk","Commerford, Tim, Morello, Tom, Rocha, Zack de la, Wilk, Brad",Township Rebellion,478c5ef7-d20a-3853-b059-c05c47733bc7,,Rage Against the Machine,,1993,5,21,9,10,1,1,,,0,0,9e35c92e-60ae-4165-8e5f-08152b1018c0,b39839f9-9188-3447-88d4-778d031f68ef,3798b104-01cb-484c-a3b0-56adc6399b80,3798b104-01cb-484c-a3b0-56adc6399b80,7dfc8b4b-e9ba-35d8-9d67-61a0d365a30a,,album,Epic Associated,,,1305859b-8937-397f-9c33-39f62eb672fb,B00006O9TY,USSM11205440;USSM19200667,472224 2,Latn,eng,AU,Official,CD,,,,,,,,,,,1992,6,11,,324.1652,320000,MP3,44100,0,2,1632343692.0,1632343545.76094,2022-09-03 19:30:00
